,Item,venfis,venfin,itens,itens_dist,datas,estoque,recencia,revendeu_prox_mes,ref_prev
1867,SUPORTE LNMU0906 D=20 Z3 H19 L150 (MKC190),2,10.0,1,1,28.0,3.0,92,1,2021-12-01
1868,SUPORTE LNMU0906 D=20 Z3 H19 L150 (MKC190),2,10.0,1,1,28.0,3.0,327,1,2021-12-01
1869,SUPORTE LNMU0906 D=20 Z3 H19 L150 (MKC190),3,20.0,2,1,56.0,0.0,124,1,2021-12-01
1870,SUPORTE LNMU0906 D=20 Z3 H19 L150 (MKC190),1,10.0,1,1,30.0,3.0,195,1,2021-12-01
1871,SUPORTE LNMU0906 D=20 Z3 H19 L150 (MKC190),1,323.4,1,1,0.0,5.0,7,1,2021-12-01
1872,SUPORTE LNMU0906 D=20 Z3 H19 L150 (MKC190),4,20.0,2,1,58.0,2.0,54,1,2021-12-01
1873,SUPORTE LNMU0906 D=20 Z3 H19 L150 (MKC190),2,20.0,2,1,60.0,2.0,68,1,2021-12-01
1874,SUPORTE LNMU0906 D=25 Z3 H24 L150 (MKC190),1,169.0,1,1,28.0,0.0,320,0,2021-12-01
1875,SUPORTE LNMU0906 D=25 Z3 H24 L150 (MKC190),1,10.0,1,1,28.0,0.0,267,0,2021-12-01
1876,SUPORTE LNMU0906 D=25 Z4 H24 L150 (MKC190),1,341.55,1,1,0.0,3.0,7,1,2021-12-01
1877,SUPORTE LNMU0906 D=25 Z4 H24 L150 (MKC190),1,10.0,1,1,30.0,2.0,91,1,2021-12-01
1878,SUPORTE LNMU0906 D=32 M16 Z4 (MKC190) ROSCADO,1,10.0,1,1,28.0,0.0,292,0,2021-12-01
1879,SUPORTE LNMU0906 D=32 M16 Z5 (MKC190) ROSCADO,2,406.24,2,1,56.0,1.0,92,0,2021-12-01
1880,SUPORTE LNMU0906 D=32 M16 Z5 (MKC190) ROSCADO,1,379.5,1,1,28.0,1.0,279,0,2021-12-01
1881,SUPORTE LNMU0906 D=32 M16 Z5 (MKC190) ROSCADO,2,797.1,2,1,56.0,0.0,154,0,2021-12-01
1882,SUPORTE LNMU0906 D=32 M16 Z5 (MKC190) ROSCADO,1,398.55,1,1,28.0,0.0,275,0,2021-12-01
1883,SUPORTE LNMU0906 D=32 M16 Z5 (MKC190) ROSCADO,1,381.0,1,1,28.0,0.0,79,0,2021-12-01
1884,SUPORTE LNMU0906 D=40 Z6 FC22 L40 (MKC190),1,10.0,1,1,28.0,2.0,104,0,2021-12-01
1885,SUPORTE LNMU0906 D=40 Z6 FC22 L40 (MKC190),2,10.0,1,1,28.0,0.0,12,0,2021-12-01
1886,SUPORTE LNMU1207 D=50 Z5 B22 L40 (MKC190),1,10.0,1,1,28.0,0.0,19,0,2021-12-01
1887,SUPORTE PARA TROCA DE FERRAMENTAS BT40,2,2864355.36,2,1,56.0,0.0,142,0,2021-12-01
1888,SUPORTE PARA TROCA DE FERRAMENTAS BT40,1,276.36,1,1,0.0,0.0,2,0,2021-12-01
1889,SUPORTE PARA TROCA DE FERRAMENTAS BT40,1,276.36,1,1,28.0,0.0,58,0,2021-12-01
1890,SUPORTE PARA TROCA DE FERRAMENTAS BT40/HSK63,1,570.97,1,1,0.0,0.0,48,0,2021-12-01
1891,SUPORTE PARA TROCA DE FERRAMENTAS BT50,1,6204279.0,1,1,28.0,0.0,142,0,2021-12-01
1892,SUPORTE RNPJ10 D=25 Z3 H25 M12 (M200),2,514.8,1,1,60.0,0.0,76,0,2021-12-01
1893,SUPORTE SEET12T3 D=125 6F FC40 L63 45°,1,960.0,1,1,28.0,0.0,303,0,2021-12-01
1894,SUPORTE SN*U1206 D=80 B27 Z5 (MFB245),1,722.7,1,1,0.0,0.0,7,0,2021-12-01
1895,SUPORTE SOLDADO F.A.I.-Q12-P30-DIR.,4,27.6,1,1,28.0,0.0,317,0,2021-12-01
1896,SVJBL 2525 M11,2,242.25,1,1,28.0,0.0,275,0,2021-12-01
1897,SVJBR 2020 K16 - EXT DIR VBMT1604,1,150.0,1,1,28.0,0.0,7,0,2021-12-01
1898,SVJBR 2525 M11,2,242.25,1,1,28.0,0.0,275,0,2021-12-01
1899,SVJBR 2525 M16 - EXT DIR VBMT1604,3,198.0,1,1,35.0,0.0,205,0,2021-12-01
1900,SVJCR 2525 M11 - EXT DIR VCMT1103,1,266.48,1,1,28.0,0.0,295,0,2021-12-01
1901,SVVNN 2525 M12 - EXT NEUTRO VNMG12T3,1,290.7,1,1,0.0,0.0,217,0,2021-12-01
1902,SVVNN 2525 M12 - EXT NEUTRO VNMG12T3,1,10.0,1,1,0.0,0.0,246,0,2021-12-01
1903,TCF100408EPV38 WU40PH,5,54.46,1,1,35.0,2.0,43,0,2021-12-01
1904,TCF120405ECV38 WU40PH,5,59.64,1,1,35.0,3.0,43,0,2021-12-01
1905,TCGX16T304-AL-GN9120,10,33.48,1,1,28.0,0.0,203,0,2021-12-01
1906,TCGX16T304-AL-GN9120,10,33.48,1,1,28.0,0.0,42,0,2021-12-01
1907,TCMT090204-GP-GP1225,10,16188.0,1,1,28.0,10.0,310,0,2021-12-01
1908,TCMT090204-GP-GP1225,10,7.95,1,1,28.0,0.0,266,0,2021-12-01
1909,TCMT110204-MM-GP1105,10,21.46,1,1,30.0,20.0,121,0,2021-12-01
1910,TCMT110204-MM-GP1105,4,20.75,1,1,28.0,0.0,275,0,2021-12-01
1911,TCMT110204-MM-GP1105,10,21.46,1,1,30.0,10.0,62,0,2021-12-01
1912,TCMT110204-MM-GP1115,10,21.46,1,1,30.0,27.0,244,0,2021-12-01
1913,TCMT110204-MM-GP1115,10,21.46,1,1,30.0,34.0,331,0,2021-12-01
1914,TCMT110204-MM-GP1115,10,22.9,1,1,28.0,4.0,153,0,2021-12-01
1915,TCMT110204-MM-GP1115,10,21.46,1,1,30.0,5.0,154,0,2021-12-01
1916,TCMT110204-NN TP622,10,29514.0,1,1,28.0,0.0,310,0,2021-12-01
1917,TCMT110204-NN TP622,10,20.75,1,1,28.0,0.0,273,0,2021-12-01
1918,TCMT110204-PM UN110,10,21.08,1,1,28.0,0.0,175,0,2021-12-01
1919,TCMT16T304-GP-GP1115,20,23.83,1,1,28.0,20.0,244,0,2021-12-01
1920,TCMT16T304-GP-GP1115,10,23826.0,1,1,30.0,0.0,121,0,2021-12-01
1921,TCMT16T304-GP-GP1115,10,22.24,1,1,28.0,0.0,301,0,2021-12-01
1922,TCMT16T304-GP-GP1115,10,23826.0,1,1,30.0,10.0,154,0,2021-12-01
1923,TCMT16T304-GP-GP1115,2,22.24,1,1,28.0,0.0,275,0,2021-12-01
1924,TCMT16T304-NN LT10,20,29.84,1,1,28.0,15.0,233,0,2021-12-01
1925,TCMT16T304-NN LT10,10,23.83,1,1,30.0,5.0,92,0,2021-12-01
1926,TCMT16T304-NN LT10,10,29843.0,1,1,28.0,0.0,254,0,2021-12-01
1927,TCMT16T304-PM UN110,5,29.84,1,1,28.0,0.0,175,0,2021-12-01
1928,TCMT16T308-GP-GM3225,10,23.83,1,1,30.0,0.0,331,0,2021-12-01
1929,TCMT16T308-GP-GP1115,10,23.83,1,1,30.0,8.0,244,0,2021-12-01
1930,TCMT16T308-GP-GP1115,6,23.83,1,1,30.0,0.0,154,0,2021-12-01
1931,TCMT16T308-GP-GP1115,10,23.83,1,1,30.0,8.0,212,0,2021-12-01
1932,TCMT16T308-GP-GP1115,10,23.83,1,1,30.0,18.0,275,0,2021-12-01
1933,TCMT16T308-HP AX325U,10,23.83,1,1,30.0,10.0,92,0,2021-12-01
1934,TCMT16T308-HP AX325U,10,29.65,1,1,28.0,0.0,8,0,2021-12-01
1935,TCMT16T308-HP AX325U,10,23.83,1,1,30.0,10.0,33,0,2021-12-01
1936,TCMT16T308-HP AX325U,10,23.83,1,1,30.0,0.0,62,0,2021-12-01
1937,TDD106Z03000 WU20PD D=3.0 20XD COM REFRI,2,9906765.0,1,1,28.0,0.0,56,0,2021-12-01
1938,TDM1450UPM K20FTIALN TOP INSERTO D=14.50,3,310.67,1,1,28.0,0.0,295,0,2021-12-01
1939,"TDM1928UPM WU25PD INSERTO TDM1 D=19,28",1,417.68,1,1,0.0,3.0,225,0,2021-12-01
1940,TDS403A03000 WP20PD D=3.0 8XD COM REFRI,1,583.61,1,1,28.0,0.0,321,0,2021-12-01
1941,TDS403A06000 WP20PD D=6.0 8XD COM REFRI,1,6881435.0,1,1,28.0,0.0,56,0,2021-12-01
1942,TDS413A06000 WK15PD D=6 8XD COM REFRI,2,6881435.0,1,1,28.0,0.0,56,0,2021-12-01
1943,TNMG160404-MFA OP4315,20,26.33,1,1,28.0,0.0,8,0,2021-12-01
1944,TNMG160404-QF-GP1115,10,24726.0,1,1,28.0,1.0,310,0,2021-12-01
1945,TNMG160404-QF-GP1115,10,22.68,1,1,28.0,2.0,245,0,2021-12-01
1946,TNMG160404-QM-GP1225,10,24726.0,1,1,28.0,41.0,244,1,2021-12-01
1947,TNMG160404-QM-GP1225,20,37.41,1,1,0.0,12.0,279,1,2021-12-01
1948,TNMG160404-QM-GP1225,30,52.1,2,1,28.0,11.0,35,1,2021-12-01
1949,TNMG160404-YF-GM3220,20,52.1,2,1,56.0,20.0,218,1,2021-12-01
1950,TNMG160404-YF-GM3220,10,27.67,1,1,28.0,9.0,119,1,2021-12-01
1951,TNMG160404-YF-GM3220,10,32.15,1,1,28.0,20.0,210,1,2021-12-01
1952,TNMG160404L-LV-GM3225,10,28.85,1,1,28.0,0.0,309,0,2021-12-01
1953,TNMG160404L-LV-GM3225,10,26328.0,1,1,0.0,0.0,198,0,2021-12-01
1954,TNMG160404L-M HS8125,10,25.2,1,1,28.0,0.0,8,0,2021-12-01
1955,TNMG160404R-LV-GM3225,10,26328.0,1,1,0.0,0.0,120,0,2021-12-01
1956,TNMG160404R-SV-GP1225,20,256188.65,2,1,56.0,20.0,215,0,2021-12-01
1957,TNMG160404R-SV-GP1225,10,25.45,1,1,28.0,9.0,119,0,2021-12-01
1958,TNMG160404R-SV-GP1225,10,10.77,1,1,28.0,31.0,309,0,2021-12-01
1959,TNMG160404R-SV-GP1225,20,26.33,1,1,28.0,31.0,21,0,2021-12-01
1960,TNMG160404R-SV-GP1225,10,26.33,1,1,28.0,32.0,48,0,2021-12-01
1961,TNMG160404R-SV-GP1225,10,24.13,1,1,28.0,9.0,71,0,2021-12-01
1962,TNMG160408-GF-GP1115,17,26.0,1,1,30.0,2.0,121,0,2021-12-01
1963,TNMG160408-GF-GP1115,10,26.0,1,1,30.0,19.0,183,0,2021-12-01
1964,TNMG160408-GF-GP1115,10,27.0,1,1,28.0,19.0,196,0,2021-12-01
1965,TNMG160408-GF-GP1115,10,11.63,1,1,28.0,39.0,257,0,2021-12-01
1966,TNMG160408-GM-GP1125,10,26.0,1,1,30.0,10.0,183,0,2021-12-01
1967,TNMG160408-GM-GP1125,9,26.0,1,1,30.0,1.0,33,0,2021-12-01
1968,TNMG160408-QM-GP1105,10,26.0,1,1,30.0,0.0,154,0,2021-12-01
1969,TNMG160408-QM-GP1105,10,25.0,1,1,28.0,10.0,1,0,2021-12-01
1970,TNMG160408-QM-GP1115,9,11.26,1,1,28.0,20.0,296,0,2021-12-01
1971,TNMG160408-QM-GP1225,10,22955.0,1,1,28.0,18.0,103,0,2021-12-01
1972,TNMG160408-QM-GP1225,10,24732.0,1,1,28.0,30.0,310,0,2021-12-01
1973,TNMG160408-QM-GP1225,7,27.55,1,1,28.0,0.0,21,0,2021-12-01
1974,TNMG160408-QM-GP1225,10,27.55,1,1,28.0,7.0,48,0,2021-12-01
1975,TNMG160408-SF-GS3115,1,26.0,1,1,30.0,8.0,121,0,2021-12-01
1976,TNMG160408-SM-GM3225,10,24.73,1,1,28.0,10.0,288,0,2021-12-01
1977,TNMG160408-SM-GM3225,10,28.85,1,1,28.0,30.0,309,0,2021-12-01
1978,TNMG160408-SM-GM3225,10,29.88,1,1,28.0,0.0,21,0,2021-12-01
1979,TNMG160408-TM AX425P,30,55.1,2,1,56.0,0.0,8,0,2021-12-01
1980,TNMG160408-YF-GM3220,20,55.34,2,1,28.0,15.0,107,1,2021-12-01
1981,TNMG160408-YF-GM3220,10,27.67,1,1,28.0,35.0,125,1,2021-12-01
1982,TNMG160408-YF-GM3220,10,29.88,1,1,28.0,5.0,48,1,2021-12-01
1983,TNMG1604085 TN4000,50,12.0,1,1,0.0,0.0,69,0,2021-12-01
1984,TNMG160408L-M HS8125,10,23.65,1,1,28.0,0.0,198,0,2021-12-01
1985,TNMG160408L-S AX425P,10,28.33,1,1,28.0,0.0,100,0,2021-12-01
1986,TNMG160408R-SV-GP1120,10,26.33,1,1,28.0,0.0,21,0,2021-12-01
1987,TNMG160408R-SV-GP1120,20,48.269999999999996,2,1,56.0,10.0,72,0,2021-12-01
1988,TNMG160408R-SV-GP1225,10,23.65,1,1,0.0,18.0,225,1,2021-12-01
1989,TNMG160408R-SV-GP1225,7,26328.0,1,1,28.0,0.0,119,1,2021-12-01
1990,TNMG160408R-SV-GP1225,10,22.0,1,1,28.0,10.0,329,1,2021-12-01
1991,TNMG160408R-SV-GP1225,10,23.65,1,1,28.0,8.0,198,1,2021-12-01
1992,TNMG160408R-SV-GP1225,21,47.3,2,1,56.0,28.0,246,1,2021-12-01
1993,TNMG160408R-ZC YBC251,30,52.66,2,1,56.0,0.0,8,0,2021-12-01
1994,TNMG160408RH WP15CT,5,26.0,1,1,30.0,0.0,154,0,2021-12-01
1995,TNMG160416-UK-GK1115,10,26.17,1,1,28.0,0.0,91,0,2021-12-01
1996,TNMP160404 WM25CT,2,38.0,1,1,30.0,0.0,58,0,2021-12-01
1997,TNMP160404 WS10PT,10,48.53,1,1,28.0,0.0,289,0,2021-12-01
1998,TNMP220408 WS10PT,20,543472.0,1,1,28.0,0.0,163,0,2021-12-01
1999,TNMX160408-WMV-GP1105,20,52.0,2,1,60.0,1.0,244,1,2021-12-01
2000,TNMX160408-WMV-GP1105,30,52.0,2,1,60.0,20.0,92,1,2021-12-01
2001,TNMX160408-WMV-GP1105,30,52.0,2,1,60.0,30.0,306,1,2021-12-01
2002,TNMX160408-WMV-GP1105,20,52.0,2,1,60.0,1.0,212,1,2021-12-01
2003,TNMX160408-WMV-GP1105,20,52.0,2,1,60.0,21.0,275,1,2021-12-01
2004,TNMX160408-WMV-GP1105,10,26.0,1,1,30.0,60.0,1,1,2021-12-01
2005,TNMX160408-WMV-GP1105,20,26.0,1,1,30.0,0.0,62,1,2021-12-01
2006,TOPO 4C 55HRC D=10X10X75X25,3,185.13,1,1,28.0,0.0,245,0,2021-12-01
2007,TOPO 4C 55HRC D=12X12X75X30,1,187.11,1,1,28.0,0.0,306,0,2021-12-01
2008,TOPO 4C 55HRC D=12X12X75X30,5,222.75,1,1,28.0,0.0,264,0,2021-12-01
2009,TOPO 4C 55HRC D=4X4X50X11,7,39.55,1,1,28.0,0.0,278,0,2021-12-01
2010,TOPO 4C 55HRC D=4X4X50X11,4,29.8,1,1,28.0,0.0,306,0,2021-12-01
2011,TOPO 4C 55HRC D=6X6X50X13,2,101.55,2,1,56.0,0.0,306,0,2021-12-01
2012,TOPO 4C 55HRC D=8X8X60X20,1,95.03,1,1,28.0,0.0,310,0,2021-12-01
2013,TOPO 4C 55HRC D=8X8X60X20,1,95.03,1,1,28.0,0.0,251,0,2021-12-01
2014,TOROIDAL 4C 55HRC D=12X12X75X30 R0.5,2,196.81,1,1,28.0,0.0,306,0,2021-12-01
2015,TOROIDAL 4C 55HRC D=2X4X50X6 R0.5,2,116.24000000000001,2,1,56.0,1.0,154,0,2021-12-01
2016,TOROIDAL 4C 55HRC D=2X4X50X6 R0.5,1,60.47,1,1,28.0,0.0,54,0,2021-12-01
2017,TOROIDAL 4C 55HRC D=6X6X50X15 R0.5,3,56.83,1,1,28.0,0.0,306,0,2021-12-01
2018,TPGH090202L OP1205H,2,49.0,1,1,28.0,0.0,230,0,2021-12-01
2019,TPGH090204L-P-GS3125,5,55.0,1,1,28.0,0.0,303,0,2021-12-01
2020,TPGH090204L-P-GS3125,5,39.05,1,1,28.0,10.0,205,0,2021-12-01
2021,TPGH090204L-P-GS3125,5,55.0,1,1,28.0,15.0,246,0,2021-12-01
2022,TPGH110304L-P-GS3125,5,49.5,1,1,28.0,0.0,261,0,2021-12-01
2023,TPKN1603PDTR UN330,20,46.010000000000005,2,1,56.0,0.0,287,0,2021-12-01
2024,TPKN1603PDTR UN330,30,44.81,2,1,28.0,0.0,258,0,2021-12-01
2025,TPKN2204PDL-GA4225,10,23.79,1,1,28.0,20.0,328,0,2021-12-01
2026,TPKN2204PDL-GA4225,10,26.5,1,1,28.0,20.0,159,0,2021-12-01
2027,TPKR1603-PDRMS PA120,20,25.19,1,1,28.0,0.0,314,0,2021-12-01
2028,TPKR1603-PPR-EM SF1215,20,24.06,1,1,28.0,0.0,104,0,2021-12-01
2029,TPKR1603-PPR-EM UN330,10,27.52,1,1,28.0,10.0,105,0,2021-12-01
2030,TPKR1603-PPR-EM UN330,10,27.52,1,1,28.0,0.0,125,0,2021-12-01
2031,TPKR1603PPTR-GA4225,20,42.28,2,1,56.0,0.0,247,1,2021-12-01
2032,TPKR2204-PDR YBG202,10,37.51,1,1,30.0,0.0,183,0,2021-12-01
2033,TPKR2204-PDTR TP722,10,36.55,1,1,28.0,0.0,303,0,2021-12-01
2034,TPMR160304 UN100,10,24.35,1,1,28.0,0.0,287,0,2021-12-01
2035,TPMR160308 UN100,20,34.72,1,1,28.0,0.0,323,0,2021-12-01
2036,TPMR160308 UN100,10,29.46,1,1,0.0,0.0,191,0,2021-12-01
2037,TRANSFERIDOR DE GRAU TIPO MEIA LUA 600.090,1,65815.0,1,1,28.0,0.0,310,0,2021-12-01
2038,TT16 CALÇO SER/SIR LT16,4,7.35,1,1,30.0,9.0,121,0,2021-12-01
2039,UA100-S2-06012 RETA 2C D=6X12X50X6,2,61.67,1,1,45.0,3.0,251,0,2021-12-01
2040,UA100-S2-09023 RETA 2C D=9X23X75X10,2,186.33,1,1,45.0,3.0,251,0,2021-12-01
2041,UA100-SL3-16060 RETA 3C D=16X60X150X16,1,772.89,1,1,60.0,1.0,261,0,2021-12-01
2042,UP210-B2-01002 ESFERICA 2C D=1X2X50X4,3,57204.0,1,1,28.0,7.0,303,0,2021-12-01
2043,UP210-B2-01002 ESFERICA 2C D=1X2X50X4,2,61.99,1,1,28.0,3.0,177,0,2021-12-01
2044,UP210-B2-01002 ESFERICA 2C D=1X2X50X4,5,186.81,3,1,56.0,7.0,5,0,2021-12-01
2045,UP210-B2-01002 ESFERICA 2C D=1X2X50X4,1,61.99,1,1,28.0,6.0,33,0,2021-12-01
2046,UP210-B2-01503 ESFERICA 2C D=1.5X3X50X4,7,220.21,4,1,84.0,5.0,5,0,2021-12-01
2047,UP210-B2-02004 ESFERICA 2C D=2X4X50X4,1,69.41,1,1,28.0,0.0,149,0,2021-12-01
2048,UP210-B2-02004 ESFERICA 2C D=2X4X50X4,9,114777.41,3,1,84.0,1.0,184,0,2021-12-01
2049,UP210-B2-02004 ESFERICA 2C D=2X4X50X4,4,57.2,1,1,28.0,0.0,275,0,2021-12-01
2050,UP210-B2-02004 ESFERICA 2C D=2X4X50X4,9,68118.81,4,1,84.0,7.0,5,0,2021-12-01
2051,UP210-B2-02505 ESFERICA 2C D=2.5X5X50X4,2,62271.0,1,1,28.0,9.0,5,0,2021-12-01
2052,UP210-B2-03006 ESFERICA 2C D=3X6X50X4,2,69.41,1,1,28.0,0.0,121,0,2021-12-01
2053,UP210-B2-03006 ESFERICA 2C D=3X6X50X4,1,51.38,1,1,28.0,22.0,317,0,2021-12-01
2054,UP210-B2-03006 ESFERICA 2C D=3X6X50X4,3,126.02,2,1,56.0,0.0,124,0,2021-12-01
2055,UP210-B2-03006 ESFERICA 2C D=3X6X50X4,2,138.82,2,1,56.0,5.0,166,0,2021-12-01
2056,UP210-B2-03006 ESFERICA 2C D=3X6X50X4,3,57.2,1,1,28.0,0.0,275,0,2021-12-01
2057,UP210-B2-03006 ESFERICA 2C D=3X6X50X4,4,67994.27,2,1,56.0,11.0,5,0,2021-12-01
2058,UP210-B2-04008 ESFERICA 2C D=4X8X50X4,4,50.0,1,1,28.0,1.0,278,0,2021-12-01
2059,UP210-B2-04008 ESFERICA 2C D=4X8X50X4,1,52.44,1,1,28.0,14.0,306,0,2021-12-01
2060,UP210-B2-04008 ESFERICA 2C D=4X8X50X4,5,61.99,1,1,28.0,3.0,177,0,2021-12-01
2061,UP210-B2-04008 ESFERICA 2C D=4X8X50X4,8,119.19,2,1,56.0,8.0,196,0,2021-12-01
2062,UP210-B2-04008 ESFERICA 2C D=4X8X50X4,4,124.54,2,1,28.0,5.0,7,0,2021-12-01
2063,UP210-B2-04008 ESFERICA 2C D=4X8X50X4,12,118.6,2,1,56.0,3.0,33,0,2021-12-01
2064,UP210-B2-04008 ESFERICA 2C D=4X8X50X4,3,61.99,1,1,28.0,0.0,91,0,2021-12-01
2065,UP210-B2-05010 ESFERICA 2C D=5X10X50X6,1,79.52,1,1,28.0,13.0,121,1,2021-12-01
2066,UP210-B2-05010 ESFERICA 2C D=5X10X50X6,5,65.0,1,1,28.0,14.0,279,1,2021-12-01
2067,UP210-B2-06012 ESFERICA 2C D=6X12X50X6,1,78.52,1,1,28.0,14.0,121,1,2021-12-01
2068,UP210-B2-06012 ESFERICA 2C D=6X12X50X6,1,64.85,1,1,28.0,18.0,327,1,2021-12-01
2069,UP210-B2-06012 ESFERICA 2C D=6X12X50X6,7,165.69,2,1,56.0,16.0,132,1,2021-12-01
2070,UP210-B2-06012 ESFERICA 2C D=6X12X50X6,3,87.17,1,1,28.0,24.0,209,1,2021-12-01
2071,UP210-B2-06012 ESFERICA 2C D=6X12X50X6,2,73.41,1,1,28.0,14.0,275,1,2021-12-01
2072,UP210-B2-06012 ESFERICA 2C D=6X12X50X6,5,87253.91,2,1,28.0,13.0,7,1,2021-12-01
2073,UP210-B2-06012 ESFERICA 2C D=6X12X50X6,3,78.52,1,1,28.0,16.0,33,1,2021-12-01
2074,UP210-B2-06012 ESFERICA 2C D=6X12X50X6,2,78.52,1,1,28.0,14.0,91,1,2021-12-01
2075,UP210-B2-07014 ESFERICA 2C D=7X14X60X8,5,95.0,1,1,28.0,13.0,279,0,2021-12-01
2076,UP210-B2-08014 ESFERICA 2C D=8X14X60X8,4,145.24,1,1,28.0,0.0,149,0,2021-12-01
2077,UP210-B2-08014 ESFERICA 2C D=8X14X60X8,1,142.15,1,1,28.0,4.0,209,0,2021-12-01
2078,UP210-B2-08014 ESFERICA 2C D=8X14X60X8,4,119.71,1,1,28.0,0.0,275,0,2021-12-01
2079,UP210-B2-08014 ESFERICA 2C D=8X14X60X8,7,272.45000000000005,2,1,28.0,12.0,7,0,2021-12-01
2080,UP210-B2-10018 ESFERICA 2C D=10X18X75X10,1,257.4,1,1,28.0,3.0,196,0,2021-12-01
2081,UP210-B2-10018 ESFERICA 2C D=10X18X75X10,3,245.01,1,1,0.0,5.0,7,0,2021-12-01
2082,UP210-B2-12022 ESFERICA 2C D=12X22X75X12,1,328.3,1,1,28.0,4.0,233,0,2021-12-01
2083,UP210-BH2-04008 ESFERICA 2C D=4X8X75X4,10,63.0,1,1,28.0,3.0,111,1,2021-12-01
2084,UP210-BH2-06012 ESFERICA 2C D=6X12X75X6,5,98.0,1,1,60.0,3.0,230,0,2021-12-01
2085,UP210-BH2-06012 ESFERICA 2C D=6X12X75X6,1,97.45,1,1,28.0,0.0,121,0,2021-12-01
2086,UP210-BH2-06012 ESFERICA 2C D=6X12X75X6,1,97.45,1,1,28.0,0.0,149,0,2021-12-01
2087,UP210-BH2-06012 ESFERICA 2C D=6X12X75X6,1,97.45,1,1,28.0,2.0,166,0,2021-12-01
2088,UP210-BH2-08014 ESFERICA 2C D=8X14X100X8,1,175.0,1,1,28.0,0.0,121,0,2021-12-01
2089,UP210-BH2-08014 ESFERICA 2C D=8X14X100X8,2,161.54,1,1,28.0,5.0,308,0,2021-12-01
2090,UP210-BH2-08014 ESFERICA 2C D=8X14X100X8,1,175.0,1,1,28.0,1.0,166,0,2021-12-01
2091,UP210-R4-03003 TOROIDAL 4C D=3X9X50X4 R0.3,2,122.02,2,1,56.0,0.0,247,0,2021-12-01
2092,UP210-R4-03005 TOROIDAL 4C D=3X9X50X4 R0.5,2,50.93,1,1,28.0,5.0,244,1,2021-12-01
2093,UP210-R4-03005 TOROIDAL 4C D=3X9X50X4 R0.5,2,120.38,2,1,56.0,3.0,166,1,2021-12-01
2094,UP210-R4-03005 TOROIDAL 4C D=3X9X50X4 R0.5,2,50.93,1,1,28.0,5.0,275,1,2021-12-01
2095,UP210-R4-03005 TOROIDAL 4C D=3X9X50X4 R0.5,6,120.94,2,1,56.0,9.0,12,1,2021-12-01
2096,UP210-R4-03005 TOROIDAL 4C D=3X9X50X4 R0.5,3,60.19,1,1,28.0,0.0,91,1,2021-12-01
2097,UP210-R4-04005 TOROIDAL 4C D=4X11X50X4 R0.5,3,60.19,1,1,28.0,0.0,121,1,2021-12-01
2098,UP210-R4-04005 TOROIDAL 4C D=4X11X50X4 R0.5,7,115.16999999999999,2,1,56.0,2.0,124,1,2021-12-01
2099,UP210-R4-04005 TOROIDAL 4C D=4X11X50X4 R0.5,5,115.16999999999999,2,1,56.0,12.0,154,1,2021-12-01
2100,UP210-R4-04005 TOROIDAL 4C D=4X11X50X4 R0.5,1,54.98,1,1,28.0,17.0,184,1,2021-12-01
2101,UP210-R4-04005 TOROIDAL 4C D=4X11X50X4 R0.5,2,50.93,1,1,28.0,18.0,275,1,2021-12-01
2102,UP210-R4-04005 TOROIDAL 4C D=4X11X50X4 R0.5,9,181.41,3,1,56.0,21.0,7,1,2021-12-01
2103,UP210-R4-04005 TOROIDAL 4C D=4X11X50X4 R0.5,2,60.19,1,1,28.0,0.0,91,1,2021-12-01
2104,UP210-R4-06005 TOROIDAL 4C D=6X16X50X6 R0.5,1,81.86,1,1,28.0,3.0,121,1,2021-12-01
2105,UP210-R4-06005 TOROIDAL 4C D=6X16X50X6 R0.5,5,129.72,2,1,56.0,17.0,310,1,2021-12-01
2106,UP210-R4-06005 TOROIDAL 4C D=6X16X50X6 R0.5,2,81.86,1,1,28.0,4.0,149,1,2021-12-01
2107,UP210-R4-06005 TOROIDAL 4C D=6X16X50X6 R0.5,5,156.63,2,1,56.0,7.0,154,1,2021-12-01
2108,UP210-R4-06005 TOROIDAL 4C D=6X16X50X6 R0.5,1,74.77,1,1,28.0,12.0,184,1,2021-12-01
2109,UP210-R4-06005 TOROIDAL 4C D=6X16X50X6 R0.5,7,201.5,3,1,84.0,13.0,260,1,2021-12-01
2110,UP210-R4-06005 TOROIDAL 4C D=6X16X50X6 R0.5,9,166.25,2,1,28.0,23.0,7,1,2021-12-01
2111,UP210-R4-06005 TOROIDAL 4C D=6X16X50X6 R0.5,1,81.86,1,1,28.0,17.0,33,1,2021-12-01
2112,UP210-R4-06005 TOROIDAL 4C D=6X16X50X6 R0.5,1,81.86,1,1,28.0,3.0,91,1,2021-12-01
2113,UP210-R4-06010 TOROIDAL 4C D=6X16X50X6 R1,2,89.72,1,1,28.0,0.0,121,0,2021-12-01
2114,UP210-R4-08005 TOROIDAL 4C D=8X20X60X8 R0.5,2,129.69,1,1,28.0,7.0,219,0,2021-12-01
2115,UP210-R4-08005 TOROIDAL 4C D=8X20X60X8 R0.5,2,129.68,1,1,28.0,0.0,121,0,2021-12-01
2116,UP210-R4-08005 TOROIDAL 4C D=8X20X60X8 R0.5,10,109.73,1,1,28.0,18.0,321,0,2021-12-01
2117,UP210-R4-08005 TOROIDAL 4C D=8X20X60X8 R0.5,1,129.68,1,1,28.0,2.0,149,0,2021-12-01
