,cod_original,produto,preco_entrada,disponivel,total,data
511,100.110.0403,APMT1135PDER-PM-GA4225,100.0,10.77,1077.0,2021-12-01
512,100.150.0303,MEE190-020R03P20-WN04HA D=20 WNGU0403,3.0,347.62,1042.86,2021-12-01
513,100.120.0423,D938-A3N-1200 D=12 3XD S/ REFRI,2.0,151.2,302.4,2021-12-01
514,100.120.0624,D938-A5N-0330 D=3.3 5XD S/ REFRI,2.0,103.0,206.0,2021-12-01
515,100.120.0645,D938-A5N-0400 D=4 5XD S/ REFRI,3.0,103.0,309.0,2021-12-01
516,100.120.0651,D938-A5N-0420 D=4.2 5XD S/ REFRI,2.0,103.0,206.0,2021-12-01
517,100.120.0676,D938-A5N-0500 D=5 5XD S/ REFRI,4.0,106.66,426.64,2021-12-01
518,100.120.0709,D938-A5N-0600 D=6 5XD S/ REFRI,2.0,106.66,213.32,2021-12-01
519,100.120.0733,D938-A5N-0680 D=6.8 5XD S/ REFRI,1.0,113.58,113.58,2021-12-01
520,100.120.0739,D938-A5N-0700 D=7 5XD S/ REFRI,3.0,113.58,340.74,2021-12-01
521,100.120.0769,D938-A5N-0800 D=8 5XD S/ REFRI,7.0,114.7,802.9,2021-12-01
522,100.120.0783,D938-A5N-0850 D=8.5 5XD S/ REFRI,2.0,128.02,256.04,2021-12-01
523,100.120.0825,D938-A5N-1000 D=10 5XD S/ REFRI,2.0,128.02,256.04,2021-12-01
524,100.120.0831,D938-A5N-1020 D=10.2 5XD S/ REFRI,4.0,172.45,689.8,2021-12-01
525,100.120.2048,D938-A8C-0680 D=6.8 8XD C/ REFRI,2.0,346.43,692.86,2021-12-01
526,100.110.1800,DCMT11T304-GP-GM1125,30.0,12.35,370.5,2021-12-01
527,100.110.2185,DNMG150608-QF-GP1115,20.0,20.94,418.8,2021-12-01
528,100.150.1163,GHD-240-3D-FC25-Q07ADB D=24 3XD QPMG07T306,1.0,632.93,632.93,2021-12-01
529,5188.0,"MANDRIL APERTO RAPIDO CAPAC. 5,00 - 20,00MM - ENC. B22",1.0,225.63,225.63,2021-12-01
530,5697.0,APMT1135PDER-GS-F325U,10.0,9.3,93.0,2021-12-01
531,120321.0,SVJBL 2020 K16 - EXT ESQ VBMT16,1.0,115.0,115.0,2021-12-01
532,100.110.6674,WNMG080408-SM-GM1125,10.0,16.12,161.2,2021-12-01
533,100.110.6762,WNMG080412-SM-GM1125,9.0,16.12,145.08,2021-12-01
534,100.150.1074,GHD-200-3D-FC25-Q06ADB D=20 3XD QPMG060204,1.0,614.15,614.15,2021-12-01
535,4142828.0,VDS402A19000 WU25PD D=19 5XD COM REFRI,1.0,570.4,570.4,2021-12-01
536,1873.0,SUPORTE LNMU0906 D=32 Z5 H25 L200 (MKC190),2.0,270.0,540.0,2021-12-01
537,100.110.6318,WNGU040304-GM-GM2140,30.0,40.82,1224.6,2021-12-01
538,100.150.0732,MKC190-025R04P25-LN09HA D=25 LNMU0906,2.0,528.16,1056.32,2021-12-01
539,TM-2B-R0.5S,ESFERICA 2C 55HRC D=1X4X50X2,4.0,23.65,94.6,2021-12-01
540,100.150.0721,MKC190-016R02P16-LN09HA D=16 LNMU0906,4.0,335.0,1340.0,2021-12-01
541,30025.0,M170D080Z06F27 RDPX12T3,1.0,220.0,220.0,2021-12-01
542,100.110.0176,16IRAG60-TC-GM3225,50.0,16.73,836.5,2021-12-01
543,100.110.0263,ANKX160708R-GM-GP4225,11.0,27.48,302.28,2021-12-01
544,100.110.0287,APGT1135PDFR-AL-GN9125,50.0,16.54,827.0,2021-12-01
545,100.110.0320,APKT113508R-GM-GA4225,90.0,13.4,1206.0,2021-12-01
546,2353.0,"PORTA PINCA HASTE PARALELA 20,00MM X 200,00MM X DMC 08 (KOJEX)",1.0,559.65,559.65,2021-12-01
547,100.130.1581,SG200-BN2-06030 ESFERICA 2C D=6X30X75X6,1.0,244.68,244.68,2021-12-01
548,100.130.0201,UP210-R4-06010 TOROIDAL 4C D=6X16X50X6 R1,6.0,46.38,278.28,2021-12-01
549,36943.0,SUPORTE LNMU0906 D=16 Z2 H15 L150 (MKC190),3.0,167.0,501.0,2021-12-01
550,TM-2B-R3,ESFERICA 2C 55HRC D=6X6X60X12,3.0,38.5,115.5,2021-12-01
551,2499570.0,754503002LT RETA 4C 50° D=3X6X50X4.5,3.0,100.26,300.78,2021-12-01
552,TM-2B-R4,ESFERICA 2C 55HRC D=8X8X60X16,3.0,71.5,214.5,2021-12-01
553,100.130.0095,UP210-B2-04008 ESFERICA 2C D=4X8X50X4,5.0,35.11,175.55,2021-12-01
554,100.130.0199,UP210-R4-06005 TOROIDAL 4C D=6X16X50X6 R0.5,20.0,46.38,927.6,2021-12-01
555,100.130.0294,UP210-S4-06016 RETA 4C D=6X16X50X6,12.0,35.52,426.24,2021-12-01
556,100.130.0483,UP210-B2-06012 ESFERICA 2C D=6X12X50X6,13.0,45.06,585.78,2021-12-01
557,100.130.0665,UP210-S4-08020 RETA 4C D=8X20X60X8,11.0,60.45,664.95,2021-12-01
558,100.130.1787,SH260-B2-6-9-H ESFERICA 2C D=6X9X50X6,6.0,76.42,458.52,2021-12-01
559,100.130.2065,SH260-R4-8-1-H TOROIDAL 4C D=8X20X60X8 R1,2.0,111.25,222.5,2021-12-01
560,100.130.2347,SH260-S4-6-15-H RETA 4C D=6X15X50X6,12.0,71.14,853.68,2021-12-01
561,100.130.3337,SH300-S4-12030-H RETA 4C D=12X30X75X12,1.0,268.31,268.31,2021-12-01
562,100.130.3482,SH300-S6-10025-H RETA 6C D=10X25X75X10,1.0,287.88,287.88,2021-12-01
563,100.120.0202,D918S-A3N-0680 D=6.8 3XD S/ REFRI,1.0,118.56,118.56,2021-12-01
564,100.120.0275,D918S-A3N-0850 D=8.5 3XD S/ REFRI,2.0,133.51,267.02,2021-12-01
565,100.110.2692,HNEU0604ANEN-GH-GA4230,30.0,34.65,1039.5,2021-12-01
566,100.110.3132,LNMT110608-GM-GP4225,10.0,19.2,192.0,2021-12-01
567,100.150.0308,MEE190-040R03P32-WN08HA D=40 WNGU0806,3.0,352.53,1057.59,2021-12-01
568,100.150.0310,MEE190-040R06P32-WN04HA D=40 WNGU0403,1.0,631.39,631.39,2021-12-01
569,100.150.0454,MFB245-080L05A27-SN12HA D=80 SN*U1206 A - ESQUERDO,2.0,693.88,1387.76,2021-12-01
570,100.150.0462,MFB245-100L06B32-SN12HA D=100 SN*U1206 A - ESQUERDO,1.0,728.07,728.07,2021-12-01
571,100.150.0731,MKC190-025R04M12-LN09HA D=25 LNMU0906 ROSCADO,2.0,528.55,1057.1,2021-12-01
572,100.150.0741,MKC190-032R05P32-LN09HA D=32 LNMU0906,7.0,699.08,4893.56,2021-12-01
573,100.110.3327,QPMG130408-DP-GA4230,10.0,30.67,306.7,2021-12-01
574,100.120.0133,D938-A3N-0520 D=5.2 3XD S/ REFRI,1.0,95.28,95.28,2021-12-01
575,100.110.6477,WNMG06T308-HK-GK1130,20.0,8.94,178.8,2021-12-01
576,18145.0,170.3.852 CALCO TNMG16,4.0,5.0,20.0,2021-12-01
577,PTM4X12,PARAFUSO TORX M4 X 12,10.0,1.5,15.0,2021-12-01
578,100.130.0086,UP210-B2-01503 ESFERICA 2C D=1.5X3X50X4,3.0,35.11,105.33,2021-12-01
579,100.110.4742,SPMT09T308-CM-GA4230,80.0,12.14,971.2,2021-12-01
580,100.110.2413,GKD4004-MT-GA4230,20.0,24.06,481.2,2021-12-01
581,100.150.0602,MFA143-063R05A22-OD06HA D=63 OD**0605,2.0,464.23,928.46,2021-12-01
582,100.110.3238,ODKT060508-GM-GK2115,30.0,45.22,1356.6,2021-12-01
583,216.0,5513.020.01 CALÇO VBMT16,2.0,4.0,8.0,2021-12-01
584,058B,FRESA RETA 45HRC 4C D=4X20X75 H4,3.0,24.0,72.0,2021-12-01
585,220321.0,SEKT12T3-AGSN-PM UN330,10.0,15.7,157.0,2021-12-01
586,100.150.0576,MFB288-080R07A27-SN12HA D=80 SN*U1206 Z,1.0,1088.87,1088.87,2021-12-01
587,35068.0,4NKT060308R-M AX325U,10.0,18.0,180.0,2021-12-01
588,100.110.0240,ANKX120708R-GM-GA4225,10.0,27.01,270.1,2021-12-01
589,100.110.2744,HNMU0906ANEN-GH-GM2140 - OBS: 0906,10.0,42.82,428.2,2021-12-01
590,100.130.0216,UP210-RH4-10005 TOROIDAL 4C D=10X25X100X10 R0.5,2.0,128.03,256.06,2021-12-01
591,2170000007.0,SPMT120408 UN300,30.0,22.98,689.4,2021-12-01
592,5826016.0,40040100T004 RETA 4C 30° D=1X3X38X4,7.0,26.79,187.53,2021-12-01
593,100.110.3344,QTD2005-GA4225,4.0,82.9,331.6,2021-12-01
594,100.130.1852,SH260-BH2-1-75-H-6-F ESFERICA 2C D=1X2X75X6,1.0,92.25,92.25,2021-12-01
595,100.130.1814,SH260-BH2-2-60-H ESFERICA 2C D=2X3X60X4,2.0,69.11,138.22,2021-12-01
596,100.130.1816,"SH260-BH2-3-60-H ESFERICA 2C D=3X4,5X60X4",5.0,69.11,345.55,2021-12-01
597,100.130.1822,"SH260-BH2-5-60-H ESFERICA 2C D=5X7,5X60X6",10.0,80.68,806.8,2021-12-01
598,100.130.1826,SH260-BH2-6-75-H ESFERICA 2C D=6X9X75X6,10.0,88.9,889.0,2021-12-01
599,100.130.1835,SH260-BH2-8-75-H ESFERICA 2C D=8X12X75X8,4.0,113.48,453.92,2021-12-01
600,100.130.2041,SH260-R4-5-0.5-H TOROIDAL 4C D=5X13X50X6 R0.5,10.0,81.8,818.0,2021-12-01
601,100.130.2051,SH260-R4-6-0.5-H TOROIDAL 4C D=6X15X50X6 R0.5,1.0,81.8,81.8,2021-12-01
602,100.130.2061,SH260-R4-8-0.5-H TOROIDAL 4C D=8X20X60X8 R0.5,5.0,111.25,556.25,2021-12-01
603,100.130.2072,SH260-R4A-10-0.5-H TOROIDAL 4C D=10X25X75X10 R0.5,1.0,178.55,178.55,2021-12-01
604,100.130.2123,SH260-RH4-4-75-0.5-H TOROIDAL 4C D=4X10X75X4 R0.5,6.0,74.19,445.14,2021-12-01
605,100.130.2132,SH260-RH4-5-60-0.5-H TOROIDAL 4C D=5X13X60X6 R0.5,10.0,90.22,902.2,2021-12-01
606,100.110.3760,SCMT09T304-GP-GP1115,20.0,11.83,236.6,2021-12-01
607,100.130.1778,SH260-B2-3-4.5-H ESFERICA 2C D=3X4.5X50X4,2.0,64.14,128.28,2021-12-01
608,100.130.1792,SH260-B2-8-12-H ESFERICA 2C D=8X12X60X8,1.0,103.93,103.93,2021-12-01
609,100.130.1794,SH260-B2-10-15-H ESFERICA 2C D=10X15X75X10,4.0,178.74,714.96,2021-12-01
610,100.130.0682,SP210-S4-16036 RETA 4C D=16X36X100X16,2.0,371.37,742.74,2021-12-01
611,100.130.0672,SP210-S4-10025 RETA 4C D=10X25X75X10,2.0,157.92,315.84,2021-12-01
612,100.130.0663,SP210-S4-08020 RETA 4C D=8X20X60X8,2.0,89.95,179.9,2021-12-01
613,100.130.0654,SP210-S4-06016 RETA 4C D=6X16X50X6,1.0,59.57,59.57,2021-12-01
614,100.110.4080,SNEU1206ANSN-GH-GK2115,10.0,26.06,260.6,2021-12-01
615,100.120.0960,D938-A5N-1600 D=16 5XD S/ REFRI,1.0,337.59,337.59,2021-12-01
616,5551202.0,FRESA TOROIDAL 55HRC 4C D=12X45X100X12 R0.5,1.0,253.36,253.36,2021-12-01
617,100.130.1803,SH260-B2-3-4.5-H-3 ESFERICA 2C D=3X4.5X50X3,1.0,62.21,62.21,2021-12-01
618,100.130.1795,SH260-B2-12-18-H ESFERICA 2C D=12X18X75X12,2.0,210.27,420.54,2021-12-01
619,100.130.2023,SH260-R4-3-0.5-H TOROIDAL 4C D=3X8X50X4 R0.5,4.0,68.6,274.4,2021-12-01
620,100.110.0956,CNMA120408-GK1115,18.0,16.02,288.36,2021-12-01
621,100.130.2142,SH260-RH4-6-75-0.5-H TOROIDAL 4C D=6X15X75X6 R0.5,3.0,94.58,283.74,2021-12-01
622,APTK0610,SUPORTE APKT06 D=10 Z2 H9.8 L130,1.0,126.0,126.0,2021-12-01
623,4148984.0,TDS413A12500 WK15PD D=12.5 8XD COM REFRI,1.0,793.74,793.74,2021-12-01
624,100.130.2162,SH260-RH4-8-75-0.5-H TOROIDAL 4C D=8X20X75X8 R0.5,4.0,124.85,499.4,2021-12-01
625,100.130.2169,SH260-RH4-8-75-1-H TOROIDAL 4C D=8X20X75X8 R1,10.0,124.85,1248.5,2021-12-01
626,100.130.2179,SH260-RH4A-10-100-0.5-H TOROIDAL 4C D=10X25X100X10 R0.5,3.0,219.81,659.43,2021-12-01
627,4148153.0,"VDS202A03600 WU25PD D=3,6 5XD SEM REFRI",2.0,115.41,230.82,2021-12-01
628,100.130.2322,"SH260-S4-1-2.5-H RETA 4C D=1X2,5X50X4",5.0,59.57,297.85,2021-12-01
629,100.130.2335,SH260-S4-3-8-H RETA 4C D=3X8X50X4,15.0,59.57,893.55,2021-12-01
630,100.130.2339,SH260-S4-4-10-H RETA 4C D=4X10X50X4,4.0,59.57,238.28,2021-12-01
631,100.130.2343,SH260-S4-5-13-H RETA 4C D=5X13X50X6,9.0,71.14,640.26,2021-12-01
632,100.130.2352,SH260-S4-8-20-H RETA 4C D=8X20X60X8,5.0,91.2,456.0,2021-12-01
633,100.130.2375,SH260-S4A-16-45-H RETA 4C D=16X45X100X16,1.0,429.03,429.03,2021-12-01
634,100.130.2571,SH260-SH6-6-60-H RETA 6C D=6X15X60X6,4.0,94.18,376.72,2021-12-01
635,100.130.0756,SH260-SH6-8-75-H RETA 6C D=8X20X75X8,4.0,110.11,440.44,2021-12-01
636,100.130.2569,SH260-SL6-16-80-H RETA 6C D=16X80X150X16,2.0,660.12,1320.24,2021-12-01
637,100.130.2989,SH300-BN2-06015F-H ESFERICA 2C D=6X15X75X6,2.0,166.03,332.06,2021-12-01
638,100.130.2992,SH300-BN2-08020E-H ESFERICA 2C D=8X20X75X8,2.0,194.17,388.34,2021-12-01
639,100.130.3081,SH300-R4-06005-H TOROIDAL 4C D=6X15X50X6 R0.5,2.0,165.83,331.66,2021-12-01
640,100.130.3086,SH300-R4-08005E-H TOROIDAL 4C D=8X20X75X8 R0.5,2.0,201.79,403.58,2021-12-01
641,100.195.0021,"SI60M025080-03510H PARAFUSO 2,5X8",17.0,4.81,81.77,2021-12-01
642,APTK0612,SUPORTE APKT06 D=12 Z2 H11 L120,2.0,126.0,252.0,2021-12-01
643,APTK0608,SUPORTE APKT06 D=8 Z1 H7.8 L100,1.0,115.0,115.0,2021-12-01
644,100.110.6588,WNMG080408-HK-GK1125,30.0,16.75,502.5,2021-12-01
645,4158500.0,GT225021 WP31MG MACHO M10 X 1.5,2.0,310.11,620.22,2021-12-01
646,100.110.1924,DNMG110404-QM-GP1225,8.0,10.78,86.24,2021-12-01
647,23591.0,SIL 0016 16 - INT ESQ 16IR,1.0,132.0,132.0,2021-12-01
648,90221.0,TPKN1603PDTR UN330,10.0,14.4,144.0,2021-12-01
649,100.195.0052,"SI60M040110-05510IS PARAFUSO 4,0X11",29.0,15.21,441.09,2021-12-01
650,4156888.0,TDS413A11000 WK15PD D=11 8XD COM REFRI,2.0,601.11,1202.22,2021-12-01
651,100.110.2422,GKD4020-MR-GP1105,20.0,24.06,481.2,2021-12-01
652,100.110.0273,ANKX160716R-GM-GA4225,30.0,30.57,917.1,2021-12-01
653,100.150.0364,MCA145-032R03W32-SP12HA D=32 SPMT120408-CM,1.0,249.2,249.2,2021-12-01
654,100.110.4745,SPMT120408-CM-GA4225,30.0,11.72,351.6,2021-12-01
655,100.195.0070,"SI60M050140-07010B PARAFUSO 5,0X14",32.0,23.78,760.96,2021-12-01
656,100.110.4098,SNEU1206ZNEN-GM-GM2140,20.0,28.89,577.8,2021-12-01
657,100.110.4100,SNEU1206ZNEN-GM-GP4225,40.0,23.43,937.2,2021-12-01
658,100.110.4881,TCGX16T304-AL-GN9120,10.0,18.21,182.1,2021-12-01
659,100.110.5230,TNMG160404-QF-GP1115,21.0,14.24,299.04,2021-12-01
660,100.110.5343,TNMG160408-QM-GP1115,1.0,14.24,14.24,2021-12-01
661,100.110.5540,TNMX160408-WMV-GP1105,50.0,16.33,816.5,2021-12-01
662,100.110.5634,TPKN2204PDL-GA4225,20.0,16.43,328.6,2021-12-01
663,100.193.009,TT08PD CHAVE TORX T8,8.0,11.84,94.72,2021-12-01
664,100.193.023,TT15PD CHAVE TORX T15,4.0,6.55,26.2,2021-12-01
665,100.193.038,TT20TQS CHAVE TORX T20,10.0,32.07,320.7,2021-12-01
666,100.130.0084,UP210-B2-01002 ESFERICA 2C D=1X2X50X4,7.0,35.11,245.77,2021-12-01
667,100.130.0088,UP210-B2-02004 ESFERICA 2C D=2X4X50X4,7.0,35.11,245.77,2021-12-01
668,100.130.0092,UP210-B2-03006 ESFERICA 2C D=3X6X50X4,11.0,35.11,386.21,2021-12-01
669,100.130.0480,UP210-B2-05010 ESFERICA 2C D=5X10X50X6,12.0,45.06,540.72,2021-12-01
670,100.130.0484,UP210-B2-07014 ESFERICA 2C D=7X14X60X8,12.0,73.47,881.64,2021-12-01
671,100.130.0486,UP210-B2-08014 ESFERICA 2C D=8X14X60X8,12.0,69.8,837.6,2021-12-01
672,100.130.0101,UP210-B2-10018 ESFERICA 2C D=10X18X75X10,5.0,138.54,692.7,2021-12-01
673,100.130.0103,UP210-B2-12022 ESFERICA 2C D=12X22X75X12,4.0,164.09,656.36,2021-12-01
674,201610.0,UD30.SP06.190.W25 D=19 SPMG06,1.0,510.0,510.0,2021-12-01
675,100.110.6420,WNMG060408-QM-GP1115,80.0,13.5,1080.0,2021-12-01
676,100.130.0090,UP210-B2-02505 ESFERICA 2C D=2.5X5X50X4,9.0,35.11,315.99,2021-12-01
677,100.130.0945,UA100-S2-06012 RETA 2C D=6X12X50X6,2.0,37.85,75.7,2021-12-01
678,100.130.0443,UA100-S2-09023 RETA 2C D=9X23X75X10,3.0,108.65,325.95,2021-12-01
679,100.110.1457,CNMG190616-QM-GP1225,9.0,36.53,328.77,2021-12-01
680,100.130.1771,SH260-B2-1-1.5-H ESFERICA 2C D=1X1.5X50X4,2.0,64.14,128.28,2021-12-01
681,MGEHL-16B-2M30,MGEHL 2020 2T17 - EXT ESQ MGM2 (GKD 2),1.0,110.0,110.0,2021-12-01
682,100.120.0137,D938-A3N-0530 D=5.3 3XD S/ REFRI,2.0,95.28,190.56,2021-12-01
683,3669.0,SUPORTE APKT1135 D=12 Z1 H12 L130,3.0,115.0,345.0,2021-12-01
684,100.110.5222,TNMG160404L-SV-GP1225,20.0,13.61,272.2,2021-12-01
685,10134.0,"BROCA 3,00MM DIN 340N HSS D=3X100MM",5.0,9.8,49.0,2021-12-01
686,100.110.6328,WNGU040308-GM-GS4130,20.0,40.82,816.4,2021-12-01
687,XD09,XDMT090308 OP1215,20.0,16.3,326.0,2021-12-01
688,100.110.4899,TCMT090204-GP-GP1225,10.0,9.32,93.2,2021-12-01
689,100.110.1047,CNMG120404-QF-GP1115,9.0,16.12,145.08,2021-12-01
690,271120.0,CNHT070408 RW1325,10.0,28.7,287.0,2021-12-01
691,5110000073.0,DGN3102 KLP 1550,5.0,20.35,101.75,2021-12-01
692,5110000075.0,DGR3102 KLP 1550,18.0,19.77,355.86,2021-12-01
693,100.110.1954,DNMG110408-QM-GP1225,10.0,10.78,107.8,2021-12-01
694,100.120.0857,D938-A5N-1100 D=11 5XD S/ REFRI,3.0,172.45,517.35,2021-12-01
695,T1000C,CHAVE TORX 10 - CABO,1.0,10.0,10.0,2021-12-01
696,100.120.0060,D938-A3N-0350 D=3.5 3XD S/ REFRI,1.0,91.92,91.92,2021-12-01
697,"PTM4,5X12","PARAFUSO TORX M4,5 X 12",20.0,1.5,30.0,2021-12-01
698,100.110.6043,VCMT110308-GP-GM1125,10.0,18.84,188.4,2021-12-01
699,3100000016.0,SPMG07T308-PR UN330,10.0,16.77,167.7,2021-12-01
700,3730.0,PORTA FRESA ROSCADO BT 40 X M 12 (L=300MM) (L1=273MM)- 12.000RPM,1.0,472.33,472.33,2021-12-01
701,100.130.0112,UP210-BH2-04008 ESFERICA 2C D=4X8X75X4,6.0,38.36,230.16,2021-12-01
702,"PTM2,2X5","PARAFUSO TORX M2,2 X 5",18.0,1.5,27.0,2021-12-01
703,6568512.0,024111-000040 K10F-DIA ESF 2C 20° D=4X6X20X65X4,11.0,250.45,2754.95,2021-12-01
704,4166576.0,VBMT110304-1P TN20P,50.0,21.41,1070.5,2021-12-01
705,01547P,HASTE BT 40 X REDUCAO CM 4 - COM ARRASTE,1.0,160.06,160.06,2021-12-01
706,3462464.0,47N708013LT RETA 4C VARIMILL D=8X8X63X16 R1.0,1.0,116.89,116.89,2021-12-01
707,5110000076.0,DGR2102 KLP 1550,20.0,21.61,432.2,2021-12-01
708,100.110.3519,RDEW12T3M0T-BM-GA4225,40.0,10.2,408.0,2021-12-01
709,5910033.0,HNEC0905ANSN WK25YM,5.0,47.03,235.15,2021-12-01
710,5530407.0,FRESA ESFERICA 55HRC 2C D=4X8X50 H6,4.0,46.19,184.76,2021-12-01
711,WCT515,WCT515 PINO WTJN16,2.0,5.0,10.0,2021-12-01
712,60521.0,SUPORTE APMT1135 D=25 Z3 M12 - ROSCADO (MEA190),1.0,167.0,167.0,2021-12-01
713,MB5500510040502F,FRESA ESFERICA 55HRC 2C D=0.5X1X4X50MM,2.0,33.42,66.84,2021-12-01
714,BN5501002060752F,FRESA ESFERICA 55HRC 2C D=1X2X6X75MM,2.0,28.62,57.24,2021-12-01
715,BN5501503040752F,FRESA ESFERICA 55HRC 2C D=1.5X3X4X75MM,5.0,28.62,143.1,2021-12-01
716,CR550601506075R054F,"FRESA TOROIDAL 55HRC 4C D=6X15X6X75MM R0,5",2.0,56.12,112.24,2021-12-01
717,CR551203012100R054F,"FRESA TOROIDAL 55HRC 4C D=12X30X12X100MM R0,5",1.0,209.36,209.36,2021-12-01
718,62105.0,UD30.SP05.150.W20 D=15 SPMG05,1.0,500.0,500.0,2021-12-01
719,100.110.0257,ANKX160708R-GM-GA4225,10.0,30.57,305.7,2021-12-01
720,5675L,FRESA ESFERICA 45HRC 2C D=5X6X76X14 LONGA,9.0,35.0,315.0,2021-12-01
721,100.110.0252,ANKX160708R-GL-GK4125,10.0,34.02,340.2,2021-12-01
722,D204NKT,SUPORTE 4NKT0603 D=20 Z3 H19 L150,1.0,203.0,203.0,2021-12-01
723,54097.0,S25T SVUCR 11 - INT DIR VCMT1103,1.0,175.86,175.86,2021-12-01
724,1539.0,TCMT16T304-NN LT10,5.0,17.62,88.1,2021-12-01
725,11060033.0,BARRA DE CHANFRAR 45º - BM01R1676,7.0,197.0,1379.0,2021-12-01
726,100.110.5342,TNMG160408-QM-GP1105,10.0,14.24,142.4,2021-12-01
727,BN5502504040502F,FRESA ESFERICA 55HRC 2C D=2.5X4X4X50MM,2.0,17.0,34.0,2021-12-01
728,5826031.0,40240500T031 RETA 4C 30° D=5X5X100X31,5.0,56.5,282.5,2021-12-01
729,100.110.6694,WNMG080408-WMV-GP1105,9.0,19.16,172.44,2021-12-01
730,100.110.6699,WNMG080408-YF-GM3225,48.0,16.12,773.76,2021-12-01
731,100.110.3442,RDET1003M0-GM-GA4225,10.0,10.08,100.8,2021-12-01
732,32ER170,32ER170M ER D=17,1.0,26.32,26.32,2021-12-01
733,3669645.0,"606249 SCREW BHCS M5X0,8X12",18.0,2.79,50.22,2021-12-01
734,4675L,FRESA ESFERICA 45HRC 2C D=4X6X75X11 LONGA,1.0,35.0,35.0,2021-12-01
735,100.130.0499,UP210-BH2-06012 ESFERICA 2C D=6X12X75X6,7.0,55.21,386.47,2021-12-01
736,100.130.1028,UP210-BH2-08014 ESFERICA 2C D=8X14X100X8,4.0,94.19,376.76,2021-12-01
737,100.130.0183,UP210-R4-03005 TOROIDAL 4C D=3X9X50X4 R0.5,5.0,34.1,170.5,2021-12-01
738,100.130.0187,UP210-R4-04005 TOROIDAL 4C D=4X11X50X4 R0.5,19.0,34.1,647.9,2021-12-01
739,100.130.0194,UP210-R4-05005 TOROIDAL 4C D=5X13X50X6 R0.5,12.0,46.38,556.56,2021-12-01
740,100.130.1227,UP210-R4-12005 TOROIDAL 4C D=12X30X75X12 R0.5,3.0,162.64,487.92,2021-12-01
741,100.130.0277,UP210-S4-01003 RETA 4C D=1X3X50X4,6.0,25.68,154.08,2021-12-01
742,100.130.0281,UP210-S4-02006 RETA 4C D=2X6X50X4,2.0,25.68,51.36,2021-12-01
743,100.130.0285,UP210-S4-03009 RETA 4C D=3X9X50X4,9.0,25.68,231.12,2021-12-01
744,100.130.0289,UP210-S4-04011 RETA 4C D=4X11X50X4,6.0,25.68,154.08,2021-12-01
745,100.130.0660,UP210-S4-07020 RETA 4C D=7X20X60X8,9.0,63.63,572.67,2021-12-01
746,100.130.1451,UP210-S4-16036 RETA 4C D=16X36X100X16,10.0,277.37,2773.7,2021-12-01
747,100.130.1462,UP210-S4-20045 RETA 4C D=20X45X100X20,1.0,418.04,418.04,2021-12-01
748,100.110.5837,VBMT160404-GP-GP1115,30.0,22.92,687.6,2021-12-01
749,100.110.6315,WNGU040304-GM-GA4230,47.0,40.82,1918.54,2021-12-01
750,100.110.6336,WNGU080608-GM-GA4230,10.0,43.96,439.6,2021-12-01
751,100.110.6342,WNGU080608-GM-GS4130,10.0,43.96,439.6,2021-12-01
752,100.110.6404,WNMG060408-GM-GP1225,70.0,12.98,908.6,2021-12-01
753,7595.0,"MACHO M8 X 1,25MM*REF:250/2 - CEGO OSG",2.0,75.56,151.12,2021-12-01
754,2525M16,MTENN 2525 M16,1.0,101.0,101.0,2021-12-01
755,34940.0,BLMP0603R-M OP1215,20.0,20.0,400.0,2021-12-01
756,"M5X0,8","MACHO MAQUINA M5X0,8 HELICOIDAL / CEGO DIN 371 TIN",1.0,12.29,12.29,2021-12-01
757,"M10X1,5","MACHO MAQUINA M10X1,5 HELICOIDAL / CEGO DIN 371 TIN",1.0,26.29,26.29,2021-12-01
758,M5.OXID,"MACHO MAQUINA M5X0,8 HELICOIDAL / CEGO DIN 371 OXIDADO",1.0,12.29,12.29,2021-12-01
759,5530308.0,FRESA ESFERICA 55HRC 2C D=3X6X75 H6,3.0,61.09,183.27,2021-12-01
760,100.110.4510,SNMU1206ANEN-GM-GA4225,20.0,19.26,385.2,2021-12-01
761,D25AN12,SUPORTE ANKX1207 D=25 Z2 H24 L150 (MEC190),4.0,183.0,732.0,2021-12-01
762,D32AN12,SUPORTE ANKX1207 D=32 Z3 H25 L150 (MEC190),4.0,225.0,900.0,2021-12-01
763,D32AN16,SUPORTE ANKX1607 D=32 Z2 H25 L150 (MEC190),3.0,210.0,630.0,2021-12-01
764,D40AN16,SUPORTE ANKX1607 D=40 Z3 FC16 L40 (MEC190),5.0,265.0,1325.0,2021-12-01
765,3929.0,DGN2202 Z SF425P,30.0,18.0,540.0,2021-12-01
766,2100000112.0,TPKR1603-PPR-EM UN330,10.0,14.2,142.0,2021-12-01
767,240B,FRESA TOROIDAL 55HRC 4C D=8MMX20X8X60 R0.5,5.0,82.0,410.0,2021-12-01
768,3351.0,WCMX050308-NN LT30,10.0,15.77,157.7,2021-12-01
769,207B,FRESA ESFERICA 55HRC 2C D=2MMX4X4X50,1.0,21.0,21.0,2021-12-01
770,224B,FRESA ESFERICA 55HRC 2C D=6MMX15X6X100,2.0,61.0,122.0,2021-12-01
771,232B,"FRESA TOROIDAL 55HRC 4C D=2MMX6X4X50 R0,5",3.0,28.0,84.0,2021-12-01
772,36544.0,PARAFUSO TORX M4 X 10 (SNMU1206),43.0,3.9,167.7,2021-12-01
